store_ratio,basket_ratio,category_1,store_score,category_2,store_presence,score_1,score_2,score_3,score_4,time,popularity
0.785,0.431,10,-8.756,0,0.123,0.0,0.0887,0.236,127.085,159382,4
0.782,0.8220000000000001,9,-8.655,1,0.165,4.55e-05,0.0729,0.7509999999999999,121.072,291507,4
0.936,0.55,3,-12.744000000000002,0,0.00935,0.000322,0.0688,0.763,120.963,199627,4
0.223,0.0179,0,-24.799,1,0.6579999999999999,0.0721,0.0689,0.0893,126.051,140227,1
0.41,0.0407,11,-23.964,0,0.994,0.945,0.0856,0.134,97.227,148988,3
0.61,0.04,7,-25.595,1,0.995,0.957,0.0942,0.6459999999999999,75.421,123017,4
0.8370000000000001,0.649,5,-7.36,0,0.436,0.0,0.0856,0.875,84.25200000000001,344627,4
0.366,0.175,3,-15.305,1,0.823,0.0942,0.089,0.166,144.52,241027,4
0.6559999999999999,0.0102,7,-27.964,0,0.996,0.965,0.103,0.377,60.0,172320,4
0.373,0.51,2,-13.201,0,0.292,0.8079999999999999,0.0753,0.601,122.81,221493,4
0.18,0.0969,0,-25.978,0,0.984,0.983,0.0789,0.0399,80.774,175000,4
0.7,0.735,2,-7.596,1,0.441,0.0,0.0808,0.59,130.114,243267,4
0.723,0.624,5,-6.023,0,0.1169999999999999,5.32e-06,0.0819,0.688,169.95,343205,4
0.7659999999999999,0.698,3,-7.548999999999999,0,0.3289999999999999,0.0,0.0835,0.204,123.926,158710,4
0.6729999999999999,0.7040000000000001,6,-8.056000000000001,1,0.196,0.0,0.0898,0.372,86.919,212093,4
0.659,0.381,2,-5.922000000000001,0,0.385,0.0,0.0972,0.426,119.844,252227,3
0.642,0.354,6,-6.837000000000001,1,0.672,0.0,0.0885,0.428,114.936,176104,4
0.593,0.5539999999999999,6,-13.774,1,0.302,0.833,0.0893,0.358,160.054,348000,4
0.7020000000000001,0.716,7,-5.377999999999999,0,0.407,0.0,0.0749,0.607,123.893,195480,4
0.561,0.7829999999999999,5,-8.878,1,0.106,0.0214,0.0812,0.768,133.518,197813,4
0.457,0.15,8,-14.308,1,0.935,0.932,0.0957,0.153,94.566,293462,4
0.525,0.0596,9,-28.118,1,0.995,0.964,0.0874,0.201,70.288,114750,4
0.392,0.255,7,-13.361,0,0.93,0.466,0.1009999999999999,0.172,128.136,287893,4
0.909,0.449,8,-9.912,0,0.0323,0.0,0.087,0.685,95.001,159428,4
0.7829999999999999,0.7,6,-7.862,0,0.0329,0.249,0.0888,0.846,99.991,300000,4
0.7190000000000001,0.4639999999999999,7,-12.827,1,0.6809999999999999,1.7100000000000002e-05,0.0945,0.7559999999999999,136.908,146760,4
0.493,0.0309,9,-32.658,1,0.996,0.936,0.0864,0.243,87.52,143125,4
0.518,0.479,0,-15.970999999999998,1,0.705,0.878,0.0968,0.22,80.005,136500,4
0.5589999999999999,0.195,1,-14.81,0,0.94,0.913,0.0795,0.188,142.0,108195,4
0.72,0.591,6,-13.338,1,0.0552,0.926,0.0794,0.158,89.98700000000001,132667,4
0.7609999999999999,0.285,9,-15.103,0,0.759,0.5760000000000001,0.0996,0.4529999999999999,115.827,197847,4
0.718,0.7140000000000001,0,-5.483,1,0.525,0.0,0.0575,0.476,100.049,215587,4
0.622,0.3939999999999999,8,-9.559,1,0.0598,0.882,0.0743,0.487,80.013,115125,4
0.5479999999999999,0.5539999999999999,9,-6.408,1,0.283,0.0,0.0708,0.382,79.918,207507,4
0.574,0.667,5,-5.425,1,0.206,0.352,0.0852,0.546,88.29899999999999,226187,4
0.73,0.8059999999999999,2,-3.685,0,0.0697,0.0,0.0838,0.511,97.0,211720,4
0.78,0.79,5,-7.79,0,0.00227,0.687,0.0648,0.812,121.023,345706,4
0.485,0.695,8,-6.739,1,0.489,1.05e-05,0.0722,0.603,164.299,157053,4
0.528,0.135,0,-13.25,1,0.5489999999999999,0.00211,0.0602,0.61,71.88,260000,3
0.4429999999999999,0.8440000000000001,11,-5.414,0,0.00251,0.0,0.085,0.452,76.001,202213,4
0.253,0.0272,5,-31.271,1,0.993,0.916,0.0979,0.125,68.211,268000,4
0.596,0.606,4,-6.452999999999999,0,0.12,0.0,0.0782,0.347,165.86,192133,4
0.266,0.831,4,-9.07,1,0.0008619999999999,0.0,0.0555,0.778,175.514,163693,4
0.669,0.514,9,-11.503,1,0.157,6.97e-06,0.095,0.966,132.955,172733,4
0.177,0.0135,9,-32.08,0,0.962,0.978,0.079,0.0338,76.594,246062,4
0.7170000000000001,0.716,3,-5.485,0,0.0421,0.0004669999999999,0.0699,0.206,125.064,161280,4
0.411,0.00982,2,-29.358,0,0.988,0.962,0.103,0.0514,120.062,202500,4
0.457,0.987,9,-4.488,1,0.00614,0.971,0.0617,0.3979999999999999,137.03,138394,4
0.715,0.476,2,-9.891,1,0.627,0.8109999999999999,0.0872,0.605,82.00200000000001,164350,4
0.8109999999999999,0.481,10,-7.587000000000001,1,0.7440000000000001,6.12e-05,0.0659,0.89,87.46700000000001,227793,4
0.7859999999999999,0.8079999999999999,7,-5.37,1,0.31,0.0,0.0578,0.926,100.012,324839,4
0.956,0.745,11,-4.753,0,0.206,0.0,0.0615,0.912,107.075,228240,4
0.513,0.0551,0,-23.516,1,0.995,0.942,0.095,0.366,65.12,171584,1
0.488,0.537,0,-8.375,0,0.261,0.00683,0.1009999999999999,0.467,79.545,346507,4
0.516,0.888,8,-10.282,1,0.182,0.7659999999999999,0.0983,0.0394,124.989,261120,4
0.748,0.698,10,-4.312,1,0.618,0.0,0.0951,0.912,121.979,238396,4
0.221,0.183,6,-17.59,1,0.958,0.821,0.102,0.057,117.321,192000,4
0.514,0.186,0,-18.769,1,0.885,0.765,0.099,0.414,114.744,258253,3
0.359,0.0224,2,-32.1,1,0.995,0.935,0.104,0.198,101.186,253500,4
0.451,0.261,2,-11.675999999999998,0,0.7240000000000001,0.0,0.0815,0.52,82.59,204946,4
0.419,0.00826,5,-32.189,1,0.993,0.8809999999999999,0.0812,0.368,71.484,180093,3
0.885,0.68,11,-3.837,0,0.131,1.77e-05,0.0875,0.78,97.003,200267,4
0.5379999999999999,0.305,0,-10.858,1,0.6629999999999999,0.00033,0.0824,0.174,105.893,352400,3
0.732,0.125,7,-15.068,0,0.6809999999999999,0.937,0.0606,0.145,87.037,188656,4
0.774,0.5760000000000001,1,-8.28,0,0.0161,2.68e-05,0.0946,0.7290000000000001,142.998,147692,4
0.693,0.6829999999999999,9,-4.575,1,0.275,0.000101,0.0954,0.748,118.388,206093,4
0.546,0.847,2,-5.608,1,0.00567,0.0,0.076,0.385,129.028,170963,4
0.568,0.0653,11,-21.144,1,0.979,0.931,0.0917,0.162,101.932,160696,4
0.782,0.5529999999999999,8,-8.908,1,0.0672,0.856,0.1,0.407,108.135,162072,4
0.738,0.375,10,-12.628,0,0.932,0.933,0.0997,0.768,74.995,182400,4
0.63,0.6890000000000001,0,-5.9270000000000005,1,0.00351,4.7e-05,0.103,0.422,104.683,209733,4
0.723,0.637,1,-7.004,0,0.353,1.15e-05,0.104,0.732,172.14,188372,4
0.585,0.39,3,-10.233,1,0.68,0.000769,0.0919,0.237,109.514,256067,4
0.818,0.51,5,-9.173,1,0.181,0.716,0.1009999999999999,0.5920000000000001,92.045,130435,4
0.769,0.479,1,-5.339,1,0.66,0.0,0.0914,0.8029999999999999,96.051,164640,4
0.732,0.871,1,-3.626,1,0.145,0.0,0.0567,0.93,158.05200000000002,160880,4
0.5379999999999999,0.775,7,-5.48,1,0.0053,0.0,0.0807,0.614,154.889,182213,4
0.6809999999999999,0.8440000000000001,9,-5.227,0,0.135,0.0,0.102,0.6990000000000001,81.842,248780,4
0.52,0.292,0,-12.182,1,0.752,0.6629999999999999,0.0663,0.951,74.186,91840,3
0.7659999999999999,0.873,11,-6.381,0,0.00627,0.0,0.0764,0.743,126.988,202627,4
0.318,0.253,11,-20.4,1,0.989,0.0392,0.06,0.385,80.903,129693,4
0.417,0.645,7,-10.228,1,0.931,0.7659999999999999,0.103,0.2019999999999999,76.815,74893,4
0.7240000000000001,0.969,10,-4.729,0,0.00259,0.0486,0.064,0.4629999999999999,125.006,197760,4
0.275,0.18,9,-15.585,0,0.94,0.925,0.0928,0.0752,175.267,284514,4
0.532,0.0872,4,-20.407,0,0.954,0.954,0.0951,0.187,131.494,185829,4
0.741,0.647,2,-12.878,1,0.108,0.00139,0.0555,0.804,131.097,284000,4
0.5479999999999999,0.653,5,-3.875,1,0.456,0.0,0.103,0.163,150.06799999999998,174853,4
0.67,0.71,2,-5.851,1,0.539,0.0040799999999999,0.102,0.55,105.066,173211,4
0.535,0.4589999999999999,1,-7.774,1,0.0004559999999999,0.857,0.088,0.254,83.031,138841,4
0.196,0.027,7,-29.634,1,0.992,0.799,0.102,0.0359,133.866,191250,4
0.6729999999999999,0.986,11,-7.885,0,0.0014,0.892,0.0647,0.847,103.024,310562,4
0.797,0.452,10,-8.325,1,0.275,6.45e-05,0.075,0.6609999999999999,104.998,322013,4
0.777,0.8109999999999999,2,-4.739,1,0.0326,0.0,0.0966,0.523,100.024,139618,4
0.585,0.633,3,-6.216,0,0.5920000000000001,3.5e-05,0.0996,0.374,75.99,322895,4
0.7040000000000001,0.634,11,-7.374,0,0.3929999999999999,3.17e-05,0.0952,0.411,113.927,271640,4
0.508,0.3279999999999999,0,-9.488,1,0.83,0.000543,0.0858,0.21,79.96300000000001,264148,4
0.8029999999999999,0.423,5,-12.437,0,0.395,0.939,0.0928,0.469,155.994,91731,4
0.826,0.7290000000000001,7,-3.5460000000000003,0,0.144,0.0,0.0764,0.6829999999999999,87.066,198079,4
0.61,0.665,7,-6.926,1,0.238,0.00785,0.0928,0.5489999999999999,91.976,224773,4
0.57,0.672,8,-5.888,0,0.172,1.04e-06,0.0768,0.461,120.018,208222,4
0.215,0.128,0,-19.407,1,0.721,0.941,0.0862,0.0829,139.983,195429,4
0.631,0.354,1,-11.112,1,0.795,0.000107,0.0879,0.522,73.007,188693,4
0.6809999999999999,0.847,7,-2.462,1,0.0306,0.0,0.0808,0.507,167.03099999999998,233013,4
0.286,0.914,7,-3.929,1,4.94e-05,0.0002549999999999,0.0838,0.485,140.042,197853,4
0.351,0.0543,7,-32.167,1,0.995,0.8190000000000001,0.0936,0.143,151.135,165848,3
0.492,0.8590000000000001,4,-4.274,1,0.0659,0.0,0.0756,0.251,92.474,223853,4
0.7290000000000001,0.816,10,-11.018,0,0.0354,0.0947,0.0866,0.962,127.053,272200,4
0.266,0.345,10,-11.484000000000002,1,0.376,1.9e-05,0.103,0.1989999999999999,145.98,176893,4
0.711,0.153,5,-18.078,0,0.924,0.00114,0.103,0.233,110.872,181421,4
0.73,0.792,6,-5.33,0,0.0264,0.0,0.1009999999999999,0.745,99.039,170158,4
0.166,0.067,0,-26.335,1,0.992,0.947,0.074,0.0692,109.859,228556,4
0.516,0.785,7,-3.406,1,0.195,0.0,0.0602,0.5820000000000001,144.97799999999998,206439,4
0.792,0.629,0,-7.25,1,0.00613,0.847,0.0549,0.417,123.018,347317,4
0.6729999999999999,0.371,0,-9.58,1,0.868,0.011,0.0988,0.4529999999999999,90.021,169333,4
0.521,0.265,1,-18.229,1,0.961,0.133,0.0676,0.392,77.51899999999999,313480,4
0.5429999999999999,0.0645,8,-20.108,1,0.88,0.7859999999999999,0.0608,0.856,124.093,127112,4
0.564,0.288,1,-12.918,0,0.302,0.0,0.0995,0.2319999999999999,167.953,236747,1
0.85,0.5,8,-6.707999999999999,1,0.0139,0.000384,0.0947,0.816,160.02,170509,4
0.862,0.503,7,-7.702999999999999,1,0.0045299999999999,1.87e-05,0.0761,0.863,119.998,263053,4
0.196,0.00828,11,-28.061,0,0.995,0.713,0.0833,0.3989999999999999,73.468,102573,3
0.472,0.475,1,-10.148,0,0.435,0.617,0.103,0.61,173.699,155713,4
0.633,0.96,5,-5.653,0,0.000166,0.899,0.1,0.41,126.998,265017,4
0.7759999999999999,0.78,10,-4.374,0,0.0622,0.0,0.081,0.6659999999999999,124.949,204347,4
0.648,0.855,4,-5.64,0,0.0111,0.0,0.0904,0.51,107.972,161667,4
0.408,0.24,4,-13.522,1,0.846,0.0025399999999999,0.104,0.434,147.585,259798,4
0.512,0.8170000000000001,7,-3.154,1,0.0505,0.0,0.0775,0.552,154.607,215173,4
0.865,0.652,5,-9.046,1,0.5660000000000001,0.000919,0.0833,0.8290000000000001,90.081,169533,4
0.561,0.526,6,-10.005,0,0.774,0.00605,0.103,0.4629999999999999,89.99600000000001,190123,4
0.74,0.721,1,-6.323,1,0.762,0.0,0.0922,0.331,119.956,209507,4
0.294,0.505,3,-8.106,1,0.12,0.0,0.0977,0.357,85.33200000000001,209893,1
0.431,0.33,0,-13.866,1,0.027,0.774,0.0772,0.178,79.926,171362,4
0.684,0.341,9,-9.497,1,0.8370000000000001,2.69e-05,0.0883,0.557,75.94800000000001,159507,4
0.198,0.0657,7,-20.771,1,0.983,0.963,0.0684,0.0372,64.911,213788,4
0.698,0.722,11,-14.111,0,0.0386,0.5479999999999999,0.0919,0.7759999999999999,114.847,370200,4
0.247,0.0499,8,-32.589,1,0.994,0.936,0.102,0.221,176.028,178000,4
0.7040000000000001,0.7040000000000001,5,-3.987,0,0.228,0.0,0.0671,0.596,86.152,212305,4
0.524,0.0294,0,-26.546,1,0.995,0.955,0.0973,0.503,128.127,154421,4
0.316,0.009,0,-33.406,1,0.995,0.952,0.1009999999999999,0.221,69.615,192905,4
0.525,0.176,0,-22.959,1,0.921,0.755,0.0743,0.317,80.389,78565,3
0.195,0.0669,8,-27.78,0,0.971,0.91,0.0986,0.063,70.65,193714,4
0.389,0.3779999999999999,4,-12.57,1,0.911,6e-05,0.0997,0.457,95.969,202787,4
0.486,0.0128,4,-32.354,1,0.993,0.963,0.1009999999999999,0.08,65.959,87500,3
0.556,0.787,2,-5.006,1,0.0486,2.05e-05,0.0966,0.5710000000000001,126.356,259800,4
0.5379999999999999,0.0148,0,-21.967,1,0.994,0.929,0.102,0.3279999999999999,70.82600000000001,94206,3
0.439,0.452,3,-9.522,1,0.887,0.326,0.103,0.481,80.918,120000,4
0.601,0.638,1,-14.788,1,0.0504,6.88e-06,0.089,0.972,108.987,199733,4
0.214,0.931,7,-3.347,0,0.000705,3.09e-06,0.0797,0.233,162.115,348387,4
0.758,0.723,9,-3.618,0,0.0723,0.000656,0.0747,0.589,116.016,202662,4
0.7829999999999999,0.295,0,-8.329,0,0.82,0.000361,0.0993,0.481,80.023,268018,4
0.545,0.00411,10,-26.94,1,0.995,0.955,0.0872,0.1369999999999999,61.902,142000,4
0.417,0.2019999999999999,2,-10.880999999999998,1,0.957,0.00862,0.0689,0.635,69.17699999999999,206720,3
0.309,0.025,3,-26.126,1,0.99,0.931,0.0924,0.0637,66.46300000000001,145475,5
0.268,0.471,5,-16.493,0,0.7959999999999999,0.8959999999999999,0.0975,0.133,170.43200000000002,330000,5
0.608,0.551,4,-8.349,1,0.00386,7.759999999999999e-05,0.0997,0.297,98.067,223880,4
0.964,0.486,2,-8.891,1,0.0194,0.04,0.0694,0.318,124.058,220659,4
0.5529999999999999,0.557,5,-9.403,1,0.166,9.76e-05,0.0869,0.54,79.818,266960,4
0.4679999999999999,0.7759999999999999,11,-6.42,0,0.275,0.000291,0.104,0.457,163.903,262131,4
0.7709999999999999,0.8290000000000001,2,-8.779,1,0.278,0.0,0.09,0.8079999999999999,140.02,184846,4
0.853,0.522,4,-9.832,1,0.497,0.000136,0.0895,0.56,119.974,116524,4
0.418,0.0104,10,-29.048,1,0.996,0.932,0.0964,0.1689999999999999,69.737,167125,3
0.593,0.187,10,-9.614,1,0.831,3.12e-06,0.0875,0.345,131.032,174507,3
0.652,0.401,6,-9.573,1,0.131,0.0652,0.104,0.489,76.973,159351,4
0.684,0.502,2,-8.402999999999999,0,0.6459999999999999,1.03e-06,0.0705,0.7829999999999999,171.804,203293,4
0.254,0.0829,8,-23.6,0,0.948,0.907,0.0721,0.0572,104.721,184622,4
0.815,0.518,7,-6.593999999999999,0,0.223,0.0,0.104,0.877,151.891,177667,4
0.602,0.456,6,-13.784,0,0.721,2e-05,0.103,0.787,91.995,234347,4
0.774,0.619,7,-6.367000000000001,1,0.00747,2.93e-05,0.081,0.509,86.74700000000001,194883,4
0.2019999999999999,0.153,9,-23.773000000000003,0,0.915,0.925,0.102,0.28,63.085,203000,4
0.535,0.482,3,-9.717,1,0.742,0.0236,0.071,0.973,141.059,233973,4
0.303,0.0372,3,-24.171,1,0.992,0.887,0.073,0.038,72.14699999999999,339733,5
0.237,0.0311,2,-30.822,0,0.992,0.907,0.0998,0.13,68.753,259000,3
0.687,0.474,7,-7.553999999999999,0,2.88e-05,0.435,0.0796,0.56,129.961,288053,4
0.314,0.631,7,-8.167,1,0.46,0.0,0.0811,0.2239999999999999,96.301,217997,4
0.84,0.7659999999999999,4,-4.12,1,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4
0.7609999999999999,0.525,11,-6.9,1,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
0.61,0.648,9,-8.658,1,0.171,0.000102,0.0802,0.249,109.982,218233,4
0.261,0.00778,1,-31.884,1,0.991,0.909,0.0782,0.0376,69.669,335333,3
0.675,0.57,7,-9.402,1,0.8109999999999999,9.31e-05,0.0788,0.575,101.981,275280,4
0.7559999999999999,0.285,5,-16.878,0,0.652,0.3989999999999999,0.0768,0.652,75.014,123600,4
0.222,0.023,11,-28.302,1,0.982,0.857,0.0871,0.0379,67.266,164250,3
0.351,0.0767,2,-21.396,1,0.99,0.341,0.0783,0.146,73.848,63973,4
0.541,0.688,7,-5.184,1,0.00479,0.0,0.0733,0.649,109.843,159168,4
0.73,0.331,2,-12.427,1,0.46,0.000286,0.104,0.3939999999999999,126.592,148133,4
0.8959999999999999,0.441,5,-12.142,0,0.1989999999999999,0.0,0.0679,0.628,109.975,98449,4
0.747,0.537,8,-7.845,0,0.0566,1.21e-05,0.0841,0.237,102.012,192941,4
0.752,0.488,6,-7.05,1,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,201661,4
0.628,0.111,5,-18.144,1,0.921,0.27,0.0679,0.099,119.957,127693,3
0.73,0.326,8,-7.001,1,0.705,0.0,0.103,0.434,116.893,111452,4
0.823,0.182,5,-18.311,1,0.903,0.0191,0.0984,0.536,113.949,223960,4
0.449,0.0768,8,-21.836,0,0.936,0.936,0.1,0.0376,71.32,170722,4
0.7879999999999999,0.402,5,-8.45,0,0.469,0.0,0.0822,0.434,141.374,198298,4
0.64,0.5710000000000001,1,-3.714,1,0.171,0.00181,0.0646,0.568,109.56,172310,5
0.504,0.7390000000000001,9,-7.265,1,0.0179,0.08,0.0949,0.417,128.918,248360,4
0.1669999999999999,0.00482,9,-34.359,1,0.989,0.8640000000000001,0.0992,0.139,67.277,152000,4
0.792,0.935,10,-8.263,0,0.00113,0.838,0.0555,0.963,125.005,209200,4
0.758,0.7609999999999999,9,-6.438,0,0.175,0.0,0.0752,0.556,116.018,170043,4
0.522,0.629,9,-8.635,0,0.574,4.6500000000000005e-05,0.0881,0.406,81.999,193902,4
0.211,0.0832,0,-26.206,0,0.938,0.956,0.067,0.0627,99.34,224344,3
0.365,0.3379999999999999,2,-13.406,1,0.735,0.0,0.104,0.446,79.241,187000,4
0.767,0.3339999999999999,2,-15.272,1,0.6559999999999999,0.914,0.0774,0.7040000000000001,105.012,178400,3
0.411,0.46,6,-12.045,1,0.196,8.09e-06,0.0962,0.178,155.394,293333,4
0.301,0.012,4,-32.691,1,0.995,0.6940000000000001,0.09,0.0861,141.02700000000002,216000,5
0.8079999999999999,0.8270000000000001,5,-4.556,0,0.22,1.31e-05,0.0798,0.66,96.937,180619,4
0.447,0.215,5,-19.094,1,0.995,0.953,0.0952,0.499,170.11700000000002,125030,3
0.44,0.0119,4,-27.588,0,0.995,0.967,0.0943,0.285,78.278,189283,4
0.469,0.976,0,-3.569,0,0.000287,0.217,0.0636,0.222,124.001,298107,4
0.643,0.72,2,-7.146,1,0.0139999999999999,0.0,0.0834,0.491,96.028,192840,4
0.4,0.564,10,-7.444,1,0.693,0.0,0.0863,0.483,99.269,211240,4
0.708,0.737,11,-6.665,0,0.0299,0.0804,0.1009999999999999,0.476,132.612,191800,4
0.546,0.73,0,-7.704,1,0.66,0.179,0.0972,0.573,157.895,215920,4
0.32,0.0227,3,-26.848000000000003,1,0.989,0.911,0.103,0.0391,126.936,174996,4
0.774,0.511,11,-8.914,1,0.322,0.0,0.0672,0.7709999999999999,94.736,227653,4
0.615,0.371,6,-15.032,0,0.32,0.593,0.0626,0.217,127.979,105000,4
0.242,0.246,2,-16.941,1,0.883,0.878,0.0565,0.105,133.80700000000002,157965,4
0.532,0.6629999999999999,0,-5.886,0,0.425,1.07e-06,0.0734,0.7559999999999999,75.14,159347,4
0.449,0.8640000000000001,9,-1.159,0,0.0133,1.31e-06,0.0984,0.355,105.121,240467,4
0.547,0.0608,2,-19.962,1,0.883,0.552,0.0952,0.132,105.068,168190,4
0.1639999999999999,0.00844,9,-34.992,1,0.989,0.795,0.0886,0.106,76.443,180250,1
0.753,0.3,2,-16.238,0,0.547,0.375,0.076,0.108,172.053,256744,4
0.495,0.634,5,-5.454,1,0.2789999999999999,0.00171,0.0819,0.363,78.02,218813,4
0.805,0.315,7,-14.755999999999998,1,0.913,0.0424,0.0991,0.775,140.045,247309,4
0.738,0.6459999999999999,6,-8.381,0,0.155,0.0,0.0954,0.502,155.97799999999998,203077,4
0.493,0.478,7,-11.765999999999998,1,0.873,0.875,0.0823,0.7390000000000001,95.714,308480,4
0.583,0.8540000000000001,10,-3.407,0,0.18,0.0,0.0614,0.3229999999999999,143.095,216014,4
0.711,0.718,7,-8.508,1,0.7190000000000001,0.925,0.102,0.964,115.365,209267,4
0.5920000000000001,0.4379999999999999,1,-10.054,1,0.193,0.0,0.0564,0.259,67.445,185000,4
0.715,0.24,5,-17.887,1,0.989,0.97,0.103,0.69,148.034,63041,4
0.6920000000000001,0.598,9,-7.893,0,0.4639999999999999,1.2e-06,0.0926,0.519,124.045,244133,4
0.6970000000000001,0.713,8,-5.273,0,0.0153,0.0,0.0857,0.667,99.964,211949,4
0.384,0.0386,8,-24.095,1,0.982,0.935,0.0861,0.273,179.437,218067,4
0.797,0.446,7,-8.015,1,0.0188,0.913,0.104,0.286,149.988,195254,4
0.7859999999999999,0.244,8,-12.708,1,0.611,0.836,0.0772,0.406,83.01899999999999,173494,4
0.792,0.703,0,-4.343,1,0.195,0.0,0.072,0.634,105.995,215483,4
0.836,0.649,11,-6.442,1,0.0716,0.0,0.0943,0.294,95.084,156032,4
0.705,0.562,1,-5.626,1,0.645,0.0,0.0669,0.325,95.073,213789,4
0.8109999999999999,0.942,8,-6.72,0,0.0226,0.882,0.0647,0.953,125.962,231758,4
0.245,0.377,1,-11.916,0,0.187,0.556,0.1009999999999999,0.11,101.832,197052,4
0.655,0.0519,5,-20.888,1,0.995,0.939,0.0828,0.275,117.224,186872,4
0.27,0.225,6,-9.514,1,0.898,3.24e-06,0.0885,0.26,43.168,256286,3
0.3779999999999999,0.00606,4,-28.235,0,0.995,0.915,0.087,0.2789999999999999,130.56799999999998,166594,3
0.762,0.863,7,-4.124,1,0.0869,0.0,0.1009999999999999,0.57,100.003,213600,4
0.485,0.7390000000000001,10,-4.269,1,0.62,0.0,0.0954,0.54,147.804,173095,4
0.743,0.294,6,-8.431000000000001,0,0.371,0.884,0.0603,0.436,139.967,113143,4
0.39,0.00389,1,-28.861,1,0.995,0.865,0.0871,0.0796,70.348,218333,4
0.5720000000000001,0.418,0,-10.738,1,0.635,0.0,0.0961,0.6940000000000001,104.566,165000,4
0.557,0.517,5,-6.777,1,0.387,0.0928,0.0776,0.485,122.383,360933,4
0.175,0.0499,4,-29.923,1,0.982,0.919,0.0715,0.068,138.417,238647,3
0.747,0.14,2,-18.057,1,0.971,0.909,0.0631,0.264,120.038,156211,4
0.698,0.342,4,-14.57,0,0.7809999999999999,0.8009999999999999,0.0858,0.0749,93.016,214194,4
0.7090000000000001,0.6920000000000001,2,-7.365,1,0.126,0.000748,0.0695,0.645,94.013,165133,4
0.522,0.0104,5,-29.551,1,0.994,0.945,0.0648,0.158,71.095,337000,4
0.698,0.6,2,-7.127000000000001,1,0.6679999999999999,0.0334,0.0936,0.304,73.047,212055,4
0.672,0.679,2,-6.068,1,0.00745,0.0811,0.0532,0.321,123.019,297636,4
0.613,0.0549,7,-18.887,1,0.99,1.41e-06,0.0896,0.28,86.54899999999999,145842,4
0.618,0.7709999999999999,9,-8.425,1,0.0285,2.51e-06,0.0862,0.866,130.11700000000002,227653,4
0.461,0.897,3,-3.982,0,0.00821,0.0,0.0965,0.358,165.107,220537,4
0.6890000000000001,0.718,11,-7.916,1,0.25,0.0,0.069,0.968,158.093,214213,4
0.33,0.649,5,-4.961,1,0.437,0.0,0.0856,0.2019999999999999,147.395,235946,4
0.435,0.034,5,-30.207,1,0.992,0.934,0.0932,0.142,140.19899999999998,190291,4
0.365,0.0145,4,-20.417,0,0.994,0.954,0.0933,0.268,176.09900000000002,166000,3
0.556,0.8809999999999999,2,-4.624,1,0.0017399999999999,0.1159999999999999,0.0685,0.115,135.025,234173,4
0.54,0.6409999999999999,1,-10.124,0,0.131,0.00556,0.0715,0.498,157.981,281560,4
0.785,0.43,4,-9.453,0,0.316,0.00159,0.0829,0.491,85.99,247478,4
0.447,0.568,2,-9.172,1,0.473,0.00028,0.0824,0.309,117.561,218188,4
0.484,0.417,4,-8.956,0,0.8320000000000001,0.000199,0.0723,0.156,117.895,209160,4
0.67,0.623,7,-7.411,1,0.71,0.0,0.1009999999999999,0.346,78.954,146962,4
0.799,0.168,9,-17.025,0,0.813,0.899,0.099,0.735,75.018,134400,4
0.747,0.865,7,-5.9910000000000005,1,0.00279,0.00058,0.0764,0.209,124.985,271279,4
0.845,0.591,8,-10.74,0,0.00309,0.648,0.103,0.209,122.011,364147,4
0.6559999999999999,0.5579999999999999,5,-9.314,1,0.346,0.3989999999999999,0.103,0.314,100.058,230267,4
0.488,0.209,10,-19.549,1,0.374,5.05e-06,0.103,0.362,120.63,283493,4
0.2289999999999999,0.0455,10,-26.392,1,0.978,0.00659,0.0955,0.161,95.86,169133,4
0.55,0.564,2,-6.995,1,0.071,0.0,0.0826,0.362,153.826,254082,4
0.7490000000000001,0.967,6,-6.49,0,0.000361,0.718,0.0759,0.847,140.02,227079,4
0.402,0.00517,1,-30.939,1,0.995,0.893,0.0641,0.0656,65.18,224333,4
0.168,0.147,9,-19.934,0,0.7859999999999999,0.927,0.098,0.039,84.544,241154,3
0.9,0.7090000000000001,9,-12.683,1,0.296,0.00047,0.0863,0.897,105.822,291320,4
0.779,0.604,9,-5.671,1,0.206,6.02e-06,0.0734,0.655,90.01899999999999,162947,4
0.688,0.778,11,-5.983,1,0.0281,3.96e-05,0.0835,0.6559999999999999,173.84400000000002,195233,4
0.772,0.823,11,-2.5780000000000003,0,0.0613,0.0,0.0779,0.583,159.99,177051,4
0.642,0.767,0,-6.829,1,0.255,0.0019,0.0632,0.8009999999999999,123.993,272933,4
0.465,0.535,4,-7.228,1,0.0281,0.0,0.103,0.5329999999999999,152.33700000000002,199413,4
0.5579999999999999,0.99,1,-3.877,1,0.000206,0.376,0.0797,0.0738,138.07399999999998,161739,4
0.7190000000000001,0.5770000000000001,5,-5.3260000000000005,1,0.416,0.0,0.0972,0.861,78.77,191995,4
0.602,0.32,0,-11.977,1,0.735,0.0,0.0603,0.555,87.404,201252,4
0.603,0.742,7,-6.405,1,0.0277,0.000859,0.099,0.325,121.963,262587,4
0.396,0.198,2,-9.096,1,0.912,0.0,0.0972,0.19,138.624,235587,3
0.6890000000000001,0.924,1,-3.622,1,0.0338,0.000748,0.0943,0.201,95.951,263899,4
